"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Warengruppe","Umsatz","id","KielerWoche","Feiertag","Art_des_Feiertags","Ferien","Wochentag","Fussballspiel","Flohmarkt","Jahreszeit","Temperaturkategorie","Kreuzfahrtschiffe"
2016-12-16,8,-1,5,10,1,86.0242406261287,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-16,8,-1,5,10,2,231.827718336113,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-16,8,-1,5,10,3,81.0877267943151,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-16,8,-1,5,10,4,38.9528425623819,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-16,8,-1,5,10,5,182.735378148739,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-16,8,-1,5,10,6,83.1967350210813,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Herbst","niedrig",0
2016-12-17,8,2.125,6,10,NA,NA,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Herbst","niedrig",0
2016-12-18,7,7,8,0,1,158.08476137293,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-18,7,7,8,0,2,565.041664760473,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-18,7,7,8,0,3,174.728998356701,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-18,7,7,8,0,4,140.136610342031,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-18,7,7,8,0,5,304.116504309465,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-18,7,7,8,0,6,110.772438479613,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Herbst","mittel",0
2016-12-19,8,5.75,4,0,1,97.2450388316804,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-19,8,5.75,4,0,2,228.043120399182,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-19,8,5.75,4,0,3,86.5548623487554,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-19,8,5.75,4,0,4,94.5628514641113,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-19,8,5.75,4,0,5,142.177817455165,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-19,8,5.75,4,0,6,51.7405211861006,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,1,82.2737744983917,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,2,230.544660181159,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,3,62.3552365841189,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,4,61.1485904856224,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,5,195.208051721907,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-20,8,1.5,7,10,6,73.8610197567487,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,1,107.055526767408,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,2,262.933974860887,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,3,101.434261871418,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,4,63.6403905738695,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,5,190.449251582024,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-21,6,3.625,10,10,6,47.2190696131545,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Herbst","niedrig",0
2016-12-22,7,5.25,8,61,1,102.318594196839,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-22,7,5.25,8,61,2,294.632086675127,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-22,7,5.25,8,61,3,74.3581509870598,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-22,7,5.25,8,61,4,56.7151675847979,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-22,7,5.25,8,61,5,230.090005850979,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-22,7,5.25,8,61,6,54.3229595577533,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2016-12-23,7,6.375,9,10,1,189.733379813939,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-23,7,6.375,9,10,2,320.332320272135,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-23,7,6.375,9,10,3,100.734575177249,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-23,7,6.375,9,10,4,84.3598588704714,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-23,7,6.375,9,10,5,187.041433421959,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-23,7,6.375,9,10,6,133.499200389925,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","hoch",0
2016-12-24,6,6.125,14,95,1,182.243850046631,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-24,6,6.125,14,95,2,435.412836448077,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-24,6,6.125,14,95,3,77.6179363690156,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-24,6,6.125,14,95,4,95.06649534546,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-24,6,6.125,14,95,5,223.415195457351,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-24,6,6.125,14,95,6,39.5775381438053,NA,0,1,"Weihnachten",1,"Samstag","0",0,"Winter","mittel",0
2016-12-25,7,9.375,16,61,NA,NA,NA,0,1,"Weihnachten",1,"Sonntag","0",0,"Winter","hoch",0
2016-12-26,4,6.875,25,22,NA,NA,NA,0,1,"Weihnachten",1,"Montag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,1,132.534941139693,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,2,353.797791827776,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,3,127.178228446889,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,4,47.0674315395429,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,5,264.133101710094,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-27,6,8.25,21,11,6,48.8907184408876,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","hoch",0
2016-12-28,4,7.125,12,0,1,92.6053954826362,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","hoch",0
2016-12-28,4,7.125,12,0,2,369.891376672855,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","hoch",0
2016-12-28,4,7.125,12,0,3,137.541974900339,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","hoch",0
2016-12-28,4,7.125,12,0,4,61.4077235816262,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","hoch",0
2016-12-28,4,7.125,12,0,5,250.057179010162,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","hoch",0
2016-12-29,3,3.75,11,10,1,281.809035845441,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-29,3,3.75,11,10,2,412.345692402398,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-29,3,3.75,11,10,3,128.192786610977,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-29,3,3.75,11,10,4,42.6612128486371,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-29,3,3.75,11,10,5,229.50561195356,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-29,3,3.75,11,10,6,25.9982201360405,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","mittel",0
2016-12-30,4,1.75,10,10,1,130.743678525635,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2016-12-30,4,1.75,10,10,2,488.254599774454,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2016-12-30,4,1.75,10,10,3,131.355693828947,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2016-12-30,4,1.75,10,10,4,49.5316296726807,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2016-12-30,4,1.75,10,10,5,414.932011356758,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2016-12-31,7,4.875,13,28,1,288.843105743746,NA,0,1,"Silvester",1,"Samstag","0",0,"Winter","mittel",0
2016-12-31,7,4.875,13,28,2,569.614587079687,NA,0,1,"Silvester",1,"Samstag","0",0,"Winter","mittel",0
2016-12-31,7,4.875,13,28,3,158.239302804042,NA,0,1,"Silvester",1,"Samstag","0",0,"Winter","mittel",0
2016-12-31,7,4.875,13,28,4,50.7706476580069,NA,0,1,"Silvester",1,"Samstag","0",0,"Winter","mittel",0
2016-12-31,7,4.875,13,28,5,1705.14420496386,NA,0,1,"Silvester",1,"Samstag","0",0,"Winter","mittel",0
2017-01-01,8,5.5,12,61,NA,NA,NA,0,1,"Neujahr",1,"Sonntag","0",0,"Winter","mittel",0
2017-01-02,3,1.625,8,0,1,127.942753867048,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Winter","niedrig",0
2017-01-02,3,1.625,8,0,2,363.785766586536,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Winter","niedrig",0
2017-01-02,3,1.625,8,0,3,93.0351063272558,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Winter","niedrig",0
2017-01-02,3,1.625,8,0,4,76.172894548647,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Winter","niedrig",0
2017-01-02,3,1.625,8,0,5,274.034203659944,NA,0,0,"Kein Feiertag",1,"Montag","0",0,"Winter","niedrig",0
2017-01-03,7,6,16,61,1,89.4483348556559,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","mittel",0
2017-01-03,7,6,16,61,2,309.961108123739,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","mittel",0
2017-01-03,7,6,16,61,3,80.7863564731785,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","mittel",0
2017-01-03,7,6,16,61,4,59.602476507477,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","mittel",0
2017-01-03,7,6,16,61,5,245.081683850067,NA,0,0,"Kein Feiertag",1,"Dienstag","0",0,"Winter","mittel",0
2017-01-04,4,4,19,20,1,119.050990891285,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","mittel",0
2017-01-04,4,4,19,20,2,299.025295009328,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","mittel",0
2017-01-04,4,4,19,20,3,78.2861734025078,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","mittel",0
2017-01-04,4,4,19,20,4,92.77818043027,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","mittel",0
2017-01-04,4,4,19,20,5,281.903440110745,NA,0,0,"Kein Feiertag",1,"Mittwoch","0",0,"Winter","mittel",0
2017-01-05,4,-2.875,15,0,1,115.680238055479,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-05,4,-2.875,15,0,2,336.671269192301,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-05,4,-2.875,15,0,3,106.740128482748,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-05,4,-2.875,15,0,4,85.8475651563441,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-05,4,-2.875,15,0,5,324.891360318795,NA,0,0,"Kein Feiertag",1,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-06,1,-4.25,6,35,1,101.303945374724,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2017-01-06,1,-4.25,6,35,2,275.932996044414,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2017-01-06,1,-4.25,6,35,3,65.3687307096755,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2017-01-06,1,-4.25,6,35,4,72.5514428845978,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2017-01-06,1,-4.25,6,35,5,328.627657201091,NA,0,0,"Kein Feiertag",1,"Freitag","0",0,"Winter","niedrig",0
2017-01-07,8,-0.5,11,71,1,71.69205028378,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-07,8,-0.5,11,71,2,270.247354621077,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-07,8,-0.5,11,71,3,75.5002630311797,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-07,8,-0.5,11,71,4,73.3540061918454,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-07,8,-0.5,11,71,5,266.498427552309,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-08,8,2.25,4,10,1,54.8212865043727,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-08,8,2.25,4,10,2,352.056991405427,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-08,8,2.25,4,10,3,131.287627179758,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-08,8,2.25,4,10,4,204.632350244358,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-08,8,2.25,4,10,5,205.527279466295,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-09,8,2.5,6,20,1,116.228031726541,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-09,8,2.5,6,20,2,238.253386603281,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-09,8,2.5,6,20,3,73.1420980887895,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-09,8,2.5,6,20,4,57.1273534719678,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-09,8,2.5,6,20,5,169.571265441278,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-10,7,2.625,9,10,1,114.536612160932,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-10,7,2.625,9,10,2,204.467443051391,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-10,7,2.625,9,10,3,70.6114048326199,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-10,7,2.625,9,10,4,97.3146919058678,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-10,7,2.625,9,10,5,203.078663452626,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-11,7,4.625,15,61,1,49.4763974006414,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","mittel",0
2017-01-11,7,4.625,15,61,2,174.999832388788,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","mittel",0
2017-01-11,7,4.625,15,61,3,62.0305965135655,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","mittel",0
2017-01-11,7,4.625,15,61,4,48.3637668861658,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","mittel",0
2017-01-11,7,4.625,15,61,5,191.103238450091,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","mittel",0
2017-01-12,4,4.5,16,61,1,73.7827205206854,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2017-01-12,4,4.5,16,61,2,209.351176619157,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2017-01-12,4,4.5,16,61,3,85.5837742718517,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2017-01-12,4,4.5,16,61,4,61.4829250849197,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2017-01-12,4,4.5,16,61,5,172.807199887607,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","mittel",0
2017-01-13,3,3.125,7,61,1,114.532728222355,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-13,3,3.125,7,61,2,226.484139777162,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-13,3,3.125,7,61,3,79.7615363372838,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-13,3,3.125,7,61,4,44.2604372068594,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-13,3,3.125,7,61,5,250.100370325241,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-14,2,1.75,10,61,1,128.56240804852,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-14,2,1.75,10,61,2,264.018180316324,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-14,2,1.75,10,61,3,92.8889849290192,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-14,2,1.75,10,61,4,114.52388735264,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-14,2,1.75,10,61,5,281.035649119377,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","niedrig",0
2017-01-15,5,1.375,10,71,1,57.5415780818905,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-15,5,1.375,10,71,2,370.953894851707,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-15,5,1.375,10,71,3,128.991720245868,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-15,5,1.375,10,71,4,230.136726609361,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-15,5,1.375,10,71,5,324.290621664852,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-16,0,0.25,9,0,1,88.9021282031328,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-16,0,0.25,9,0,2,221.861834510936,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-16,0,0.25,9,0,3,88.4798588855233,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-16,0,0.25,9,0,4,72.5723272399196,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-16,0,0.25,9,0,5,209.248418962616,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-17,7,0.5,4,10,1,82.1819950215278,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-17,7,0.5,4,10,2,237.865415972532,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-17,7,0.5,4,10,3,77.108394146931,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-17,7,0.5,4,10,4,37.2233303255336,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-17,7,0.5,4,10,5,179.153676006878,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-18,7,0.125,8,20,1,88.8649502286419,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-18,7,0.125,8,20,2,229.183246697448,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-18,7,0.125,8,20,3,71.9438809937912,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-18,7,0.125,8,20,4,88.740900134927,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-18,7,0.125,8,20,5,237.62827116827,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-19,8,1.5,8,61,1,119.723025026725,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-19,8,1.5,8,61,2,217.31433192757,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-19,8,1.5,8,61,3,80.7312120582498,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-19,8,1.5,8,61,4,63.8146856927061,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-19,8,1.5,8,61,5,203.847604046575,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-20,8,3.625,5,21,1,87.1766818830841,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-20,8,3.625,5,21,2,246.618836422496,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-20,8,3.625,5,21,3,75.0514615596861,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-20,8,3.625,5,21,4,83.6270664379288,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-20,8,3.625,5,21,5,194.750787927686,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","mittel",0
2017-01-21,7,5.75,5,10,1,107.032520387605,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","mittel",0
2017-01-21,7,5.75,5,10,2,271.392050660175,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","mittel",0
2017-01-21,7,5.75,5,10,3,90.1864250970913,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","mittel",0
2017-01-21,7,5.75,5,10,4,92.928810396671,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","mittel",0
2017-01-21,7,5.75,5,10,5,228.950555168268,NA,0,0,"Kein Feiertag",0,"Samstag","0",0,"Winter","mittel",0
2017-01-22,8,1.375,5,10,1,57.9895653139982,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-22,8,1.375,5,10,2,378.605208890515,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-22,8,1.375,5,10,3,147.203478885503,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-22,8,1.375,5,10,4,121.141203339317,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-22,8,1.375,5,10,5,274.515010154733,NA,0,0,"Kein Feiertag",0,"Sonntag","0",0,"Winter","niedrig",0
2017-01-23,7,1.125,8,10,1,86.9879013792807,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-23,7,1.125,8,10,2,200.650869397269,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-23,7,1.125,8,10,3,75.9711931108962,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-23,7,1.125,8,10,4,56.8576684618938,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-23,7,1.125,8,10,5,227.684752239204,NA,0,0,"Kein Feiertag",0,"Montag","0",0,"Winter","niedrig",0
2017-01-24,7,1.875,8,45,1,95.5104682174382,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-24,7,1.875,8,45,2,224.008464683995,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-24,7,1.875,8,45,3,71.6836626592104,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-24,7,1.875,8,45,4,88.8836214390903,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-24,7,1.875,8,45,5,232.618667163025,NA,0,0,"Kein Feiertag",0,"Dienstag","0",0,"Winter","niedrig",0
2017-01-25,7,-1.25,6,49,1,64.9830364754336,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-25,7,-1.25,6,49,2,215.33818679634,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-25,7,-1.25,6,49,3,63.1089282766633,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-25,7,-1.25,6,49,4,67.8561608632943,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-25,7,-1.25,6,49,5,221.039472266449,NA,0,0,"Kein Feiertag",0,"Mittwoch","0",0,"Winter","niedrig",0
2017-01-26,6,1,7,10,1,116.676851600561,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-26,6,1,7,10,2,248.421889120763,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-26,6,1,7,10,3,57.7648589403956,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-26,6,1,7,10,4,83.4163243140965,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-26,6,1,7,10,5,255.782068916167,NA,0,0,"Kein Feiertag",0,"Donnerstag","0",0,"Winter","niedrig",0
2017-01-27,0,2.142857,7,5,1,88.2521352952121,NA,0,0,"Kein Feiertag",0,"Freitag","0",0,"Winter","niedrig",0
